time,flux
2.147860,1.003792614
2.161201,1.001140555
2.174541,1.003460009
2.187882,0.999188763
2.201223,1.001846959
2.214564,1.000618836
2.227904,1.001058964
2.241245,1.001616920
2.254586,1.000784859
2.267927,1.002556051
2.281267,1.002364039
2.294608,0.998296875
2.307949,1.004793369
2.321290,1.003192449
2.334630,0.998945974
2.347971,0.999700500
2.361312,1.006429603
2.374653,1.004033709
2.387993,0.998281868
2.401334,1.000620975
2.414675,0.999814869
2.428016,0.996202125
2.441356,0.999181862
2.454697,1.002492904
2.468038,0.999499922
2.481379,1.003910326
2.494719,1.000506481
2.508060,1.000318943
2.521401,0.998303660
2.534742,1.002291004
2.548082,1.001859531
2.561423,1.003886020
2.574764,1.000419263
2.588105,1.003823968
2.601445,1.002398196
2.614786,0.997842811
2.628127,0.996183087
2.641467,1.003952547
2.654808,1.003463488
2.668149,0.999613359
2.681490,0.999317293
2.694830,0.998797046
2.708171,1.002398393
2.721512,1.002256970
2.734853,0.998285501
2.748193,1.006026509
2.761534,1.002042335
2.774875,0.999841711
2.788216,0.999656791
2.801556,0.999399206
2.814897,0.998634577
2.828238,1.003061856
2.841579,1.004448129
2.854919,1.000306452
2.868260,1.003009992
2.881601,1.005963778
2.894942,0.994956184
2.908282,0.998875758
2.921623,1.003188630
2.934964,0.999586153
2.948305,1.004940700
2.961645,1.001740757
2.974986,1.001742090
2.988327,0.997494538
3.001668,1.002401947
3.015008,1.000501925
3.028349,1.004684526
3.041690,0.998523169
3.055031,0.999484524
3.068371,0.994453261
3.081712,1.006718209
3.095053,1.000252059
3.108394,1.000830576
3.121734,1.000917500
3.135075,0.996952011
3.148416,1.002100058
3.161757,1.000678146
3.175097,1.002330610
3.188438,0.999963940
3.201779,1.001569995
3.215120,1.000063937
3.228460,1.005608189
3.241801,0.998009018
3.255142,1.005590607
3.268482,1.003031192
3.281823,0.998158025
3.295164,1.002429195
3.308505,0.997156875
3.321845,1.004946876
3.335186,0.998228381
3.348527,0.995946178
3.361868,1.005191913
3.375208,1.002119182
3.388549,1.005535496
3.401890,0.997697757
3.415231,1.004442780
3.428571,1.002896078
3.441912,0.995901601
3.455253,1.000663689
3.468594,1.000139801
3.481934,0.998867567
3.495275,1.000544044
3.508616,1.002910528
3.521957,1.000754319
3.535297,0.998271587
3.548638,1.000016976
3.561979,1.005124977
3.575320,0.995221944
3.588660,0.998502155
3.602001,1.005582781
3.615342,0.998017417
3.628683,1.003731010
3.642023,1.000500284
3.655364,1.003171829
3.668705,1.004381565
3.682046,1.000390642
3.695386,1.002538446
3.708727,1.001207802
3.722068,0.995899757
3.735409,1.004726779
3.748749,0.996437895
3.762090,0.999521025
3.775431,1.002359292
3.788772,1.002073801
3.802112,0.998691486
3.815453,1.002899335
3.828794,0.997628840
3.842135,0.998923803
3.855475,1.000163223
3.868816,1.004581926
3.882157,1.001003219
3.895497,1.002411837
3.908838,1.002156750
3.922179,0.998811042
3.935520,1.001073450
3.948860,1.001713818
3.962201,1.000495845
3.975542,1.000469069
3.988883,1.000835633
4.002223,1.001447476
4.015564,1.000027046
4.028905,1.003978129
4.042246,1.004808288
4.055586,0.999718532
4.068927,0.998882444
4.082268,0.999277945
4.095609,1.002612567
4.108949,0.998081572
4.122290,1.002183743
4.135631,0.998797425
4.148972,1.005925800
4.162312,1.000748793
4.175653,1.000518271
4.188994,0.998017748
4.202335,0.997628957
4.215675,0.998999914
4.229016,1.004678059
4.242357,0.998085760
4.255698,1.004340471
4.269038,1.000323355
4.282379,1.000288801
4.295720,0.997545362
4.309061,0.999105544
4.322401,1.000683493
4.335742,0.998720100
4.349083,0.999341716
4.362424,0.999682426
4.375764,1.002345877
4.389105,1.000280667
4.402446,0.997248015
4.415787,1.000000740
4.429127,0.995843856
4.442468,0.996371630
4.455809,0.999990219
4.469150,1.003920619
4.482490,0.997058272
4.495831,0.993553681
4.509172,1.002444287
4.522513,0.994908066
4.535853,0.998660572
4.549194,1.003033983
4.562535,1.000991917
4.575875,1.001066459
4.589216,1.001459115
4.602557,0.998919855
4.615898,1.001007135
4.629238,1.001005082
4.642579,0.999492051
4.655920,0.998046612
4.669261,1.002322376
4.682601,1.003174390
4.695942,0.993247117
4.709283,0.999540517
4.722624,1.000509075
4.735964,0.999971242
4.749305,1.001810931
4.762646,1.002510967
4.775987,0.998867374
4.789327,0.998717944
4.802668,0.996035938
4.816009,1.001501138
4.829350,0.999893099
4.842690,1.001291684
4.856031,0.997809117
4.869372,0.998528242
4.882713,1.000177153
4.896053,0.999190648
4.909394,0.999549861
4.922735,0.996795269
4.936076,0.995184904
4.949416,0.999646160
4.962757,1.004163338
4.976098,1.000593122
4.989439,1.000208603
5.002779,0.999579408
5.016120,0.996865075
5.029461,0.999872257
5.042802,0.997350700
5.056142,0.996780415
5.069483,1.001510351
5.082824,1.003417390
5.096165,0.998402980
5.109505,0.999480201
5.122846,1.002084639
5.136187,1.001870124
5.149528,0.992744873
5.162868,0.999518153
5.176209,0.999930124
5.189550,0.997386044
5.202890,0.999973963
5.216231,0.995242714
5.229572,0.998816363
5.242913,0.999785313
5.256253,0.998813223
5.269594,0.999101299
5.282935,1.002684380
5.296276,1.000632914
5.309616,0.999888995
5.322957,0.994058154
5.336298,0.997881396
5.349639,1.003611154
5.362979,0.999366197
5.376320,1.000538350
5.389661,0.999347463
5.403002,0.997544577
5.416342,1.000037644
5.429683,0.999197377
5.443024,0.998207261
5.456365,1.005374990
5.469705,0.997543553
5.483046,1.000947245
5.496387,1.002836398
5.509728,0.994678170
5.523068,0.996111469
5.536409,1.005178543
5.549750,1.001197012
5.563091,0.997634894
5.576431,0.990012357
5.589772,0.997395950
5.603113,1.005840992
5.616454,0.997732696
5.629794,1.000506119
5.643135,0.997840186
5.656476,0.998113674
5.669817,0.997574245
5.683157,1.000409160
5.696498,0.998941605
5.709839,0.999034092
5.723180,1.004078555
5.736520,0.996729530
5.749861,1.000884941
5.763202,0.998360806
5.776543,0.996761092
5.789883,1.001058555
5.803224,0.999465540
5.816565,1.001149764
5.829906,0.998362399
5.843246,1.001743571
5.856587,0.997754992
5.869928,0.999979296
5.883268,0.996010786
5.896609,0.998303347
5.909950,0.995883541
5.923291,0.995931029
5.936631,0.999297367
5.949972,0.999577148
5.963313,0.998785175
5.976654,1.001847312
5.989994,0.999571999
6.003335,1.000724193
6.016676,0.997657391
6.030017,0.997753886
6.043357,0.997810977
6.056698,0.999857009
6.070039,0.997874228
6.083380,1.001768451
6.096720,0.995687117
6.110061,0.999715738
6.123402,0.998004431
6.136743,1.004260748
6.150083,0.997934362
6.163424,1.002433479
6.176765,1.000068279
6.190106,1.002242936
6.203446,1.003975356
6.216787,1.001945534
6.230128,0.998920388
6.243469,0.998944838
6.256809,0.996993092
6.270150,0.997451936
6.283491,0.997451378
6.296832,1.001202231
6.310172,0.998669887
6.323513,0.996903315
6.336854,0.997827881
6.350195,1.001297040
6.363535,0.995974646
6.376876,1.002844234
6.390217,1.002343415
6.403558,1.002887155
6.416898,0.997749876
6.430239,1.004311736
6.443580,1.000438114
6.456921,0.997036804
6.470261,0.999239461
6.483602,0.999264880
6.496943,1.000336665
6.510283,1.002871666
6.523624,0.998427795
6.536965,0.995364513
6.550306,0.996335195
6.563646,0.997232394
6.576987,0.997584119
6.590328,0.996133035
6.603669,1.000159794
6.617009,0.999716851
6.630350,0.997139021
6.643691,1.002137159
6.657032,0.993334346
6.670372,1.001064277
6.683713,0.996383631
6.697054,0.998431574
6.710395,0.999902897
6.723735,1.001027321
6.737076,1.001222288
6.750417,0.996848792
6.763758,0.999795951
6.777098,0.997553924
6.790439,0.997966149
6.803780,0.998824927
6.817121,0.998110163
6.830461,0.998252218
6.843802,0.993795605
6.857143,0.999046643
6.870484,0.995989002
6.883824,0.994893250
6.897165,0.998797211
6.910506,1.000256654
6.923847,1.001616460
6.937187,0.998977531
6.950528,0.993350662
6.963869,0.998503500
6.977210,1.002379169
6.990550,1.000635708
7.003891,1.002364842
7.017232,0.991828079
7.030573,1.001061697
7.043913,0.999010876
7.057254,0.997588148
7.070595,0.998536034
7.083936,0.999708067
7.097276,0.998458301
7.110617,0.996224376
7.123958,1.001989527
7.137298,0.998102223
7.150639,0.996765853
7.163980,0.999511313
7.177321,0.998863646
7.190661,0.998098342
7.204002,0.996800615
7.217343,0.993466673
7.230684,0.994127936
7.244024,0.996905106
7.257365,1.001543751
7.270706,0.996873125
7.284047,0.997043756
7.297387,0.995623843
7.310728,0.996082689
7.324069,0.997469835
7.337410,0.994630205
7.350750,0.996362657
7.364091,0.995331626
7.377432,0.993299202
7.390773,0.994850546
7.404113,0.995164536
7.417454,0.991836019
7.430795,0.996017859
7.444136,0.995593952
7.457476,0.997842008
7.470817,0.991675274
7.484158,1.001144127
7.497499,0.995005375
7.510839,0.994541685
7.524180,0.998365976
7.537521,0.993035279
7.550862,0.994798025
7.564202,0.994563129
7.577543,0.991991007
7.590884,0.991626025
7.604225,0.999772893
7.617565,0.994749106
7.630906,0.991995207
7.644247,1.002549136
7.657588,0.997700883
7.670928,0.991582986
7.684269,0.990607954
7.697610,0.996122931
7.710951,0.997634539
7.724291,0.994296310
7.737632,1.000704721
7.750973,1.000806675
7.764314,0.994153037
7.777654,1.000181963
7.790995,0.999553150
7.804336,0.999535810
7.817676,0.996103300
7.831017,0.993955295
7.844358,1.000448386
7.857699,0.997293327
7.871039,1.002486147
7.884380,0.999850369
7.897721,1.001232870
7.911062,0.993113871
7.924402,0.999889009
7.937743,0.997992116
7.951084,1.004625599
7.964425,0.998674846
7.977765,0.995538907
7.991106,0.996534183
8.004447,1.001686951
8.017788,0.998900343
8.031128,0.999402751
8.044469,1.000370064
8.057810,1.003770364
8.071151,0.996230569
8.084491,0.999817261
8.097832,0.993648919
8.111173,0.999838262
8.124514,1.000133774
8.137854,0.995720701
8.151195,0.994617345
8.164536,0.997176874
8.177877,1.001727988
8.191217,0.998454046
8.204558,1.000477745
8.217899,1.001850477
8.231240,1.000212393
8.244580,1.000625635
8.257921,0.999981296
8.271262,1.002911109
8.284603,0.997310373
8.297943,1.002570105
8.311284,0.997265238
8.324625,0.998631549
8.337966,1.003008709
8.351306,0.999053151
8.364647,0.999567349
8.377988,0.995244073
8.391329,1.002298821
8.404669,1.000263176
8.418010,0.999491883
8.431351,0.997211082
8.444691,0.999284943
8.458032,0.994785994
8.471373,1.003691227
8.484714,1.004395900
8.498054,1.000188697
8.511395,0.997126664
8.524736,0.998874737
8.538077,1.000291662
8.551417,0.993981741
8.564758,1.003064720
8.578099,1.000736905
8.591440,1.000406310
8.604780,1.001508759
8.618121,1.001977798
8.631462,1.004661359
8.644803,1.001225863
8.658143,0.997373754
8.671484,0.995653863
8.684825,1.001065965
8.698166,0.993615068
8.711506,1.000043240
8.724847,0.993671536
8.738188,1.000404834
8.751529,0.999009352
8.764869,1.004065948
8.778210,0.996491677
8.791551,0.999259543
8.804892,1.004035437
8.818232,0.999606887
8.831573,0.997047769
8.844914,0.997973944
8.858255,0.998301988
8.871595,1.004164620
8.884936,1.000457123
8.898277,1.002151339
8.911618,1.005124831
8.924958,1.001049822
8.938299,0.997137650
8.951640,0.993499727
8.964981,0.995355468
8.978321,1.004166324
8.991662,1.003932918
9.005003,1.002824984
9.018344,1.000658650
9.031684,1.003247325
9.045025,0.997557554
9.058366,0.997990660
9.071707,0.998910586
9.085047,0.996129611
9.098388,0.999554630
9.111729,0.998946297
9.125069,0.997779284
9.138410,0.997822563
9.151751,1.005302832
9.165092,1.001027286
9.178432,1.002544359
9.191773,0.999188597
9.205114,0.998072409
9.218455,0.998569527
9.231795,0.996623287
9.245136,0.999519072
9.258477,1.003040682
9.271818,1.005541265
9.285158,0.993207360
9.298499,0.997440841
9.311840,0.997375029
9.325181,1.001613135
9.338521,0.996907942
9.351862,0.998968160
9.365203,0.997854289
9.378544,1.000964818
9.391884,1.003770397
9.405225,1.004253174
9.418566,1.000111762
9.431907,1.000785430
9.445247,0.997675740
9.458588,1.004432047
9.471929,0.999125004
9.485270,0.996983600
9.498610,0.999433630
9.511951,0.997780384
9.525292,0.998570868
9.538633,0.994295635
9.551973,1.001877275
9.565314,0.998425681
9.578655,0.997495611
9.591996,1.000352758
9.605336,1.000294644
9.618677,1.001815257
9.632018,0.999923022
9.645359,0.998764656
9.658699,1.002869348
9.672040,0.999813220
9.685381,0.997411654
9.698722,1.000824223
9.712062,1.000132050
9.725403,0.997602931
9.738744,1.003045526
9.752084,0.997502425
9.765425,1.005209223
9.778766,0.998536134
9.792107,0.995253244
9.805447,0.998213007
9.818788,0.996410643
9.832129,0.996188215
9.845470,1.002671065
9.858810,0.997992035
9.872151,1.003168060
9.885492,1.002015958
9.898833,0.998629001
9.912173,0.999289985
9.925514,1.001971493
9.938855,1.002694726
9.952196,0.999011118
9.965536,1.005343997
9.978877,0.999332240
9.992218,1.001864809
10.005559,1.000072952
10.018899,0.998214627
10.032240,0.998112544
10.045581,0.998959690
10.058922,1.000096048
10.072262,0.997865143
10.085603,1.004779476
10.098944,1.004670130
10.112285,0.998919447
10.125625,1.000741207
10.138966,1.002184237
10.152307,0.997461001
10.165648,1.000157256
10.178988,1.005806672
10.192329,1.001286856
10.205670,1.003537349
10.219011,1.004316193
10.232351,0.999653665
10.245692,1.005723287
10.259033,1.001286365
10.272374,1.001402431
10.285714,1.004505433
10.299055,1.004012495
10.312396,0.998894898
10.325737,0.997428729
10.339077,0.998041992
10.352418,1.001219115
10.365759,1.003009413
10.379099,1.001315090
10.392440,1.005309756
10.405781,1.003111860
10.419122,1.004256619
10.432462,1.000590130
10.445803,0.998808503
10.459144,0.994804985
10.472485,1.000721846
10.485825,1.002619456
10.499166,1.008502711
10.512507,1.003244380
10.525848,1.002324554
10.539188,1.004506393
10.552529,1.002205684
10.565870,1.004790695
10.579211,1.005055204
10.592551,1.000684109
10.605892,0.996642092
10.619233,0.998433185
10.632574,1.003527467
10.645914,0.999246365
10.659255,0.998334421
10.672596,0.998342934
10.685937,1.002098359
10.699277,1.001697286
10.712618,0.994248140
10.725959,1.003813858
10.739300,0.999491479
10.752640,1.006237538
10.765981,1.002134834
10.779322,0.993407207
10.792663,1.006087989
10.806003,1.001982359
10.819344,0.996176977
10.832685,1.002460109
10.846026,1.002178139
10.859366,1.000659166
10.872707,0.999658214
10.886048,1.003392456
10.899389,0.999588984
10.912729,1.012442365
10.926070,0.998052487
10.939411,1.006010034
10.952752,0.998115205
10.966092,0.998705783
10.979433,0.998947549
10.992774,1.001614662
11.006115,1.003907194
11.019455,1.002475540
11.032796,1.000722680
11.046137,1.001531587
11.059477,1.002387594
11.072818,1.005969709
11.086159,0.999116361
11.099500,0.998717216
11.112840,0.997461344
11.126181,1.002258326
11.139522,1.001576358
11.152863,1.001569541
11.166203,1.002289238
11.179544,1.001265371
11.192885,0.999784284
11.206226,0.999599398
11.219566,1.002438600
11.232907,1.000735025
11.246248,1.000114422
11.259589,1.002782248
11.272929,1.000037821
11.286270,1.004916671
11.299611,1.004916662
11.312952,1.000240523
11.326292,0.999476279
11.339633,0.997755833
11.352974,0.999080011
11.366315,1.005505660
11.379655,0.995664191
11.392996,1.002106586
11.406337,1.004208366
11.419678,1.004469773
11.433018,0.995124308
11.446359,0.995777372
11.459700,1.000717095
11.473041,1.006264554
11.486381,1.002976060
11.499722,0.999864424
11.513063,1.000416920
11.526404,0.998882467
11.539744,1.003538553
11.553085,1.004269572
11.566426,0.999463491
11.579767,1.000109314
11.593107,1.000354759
11.606448,1.002981989
11.619789,0.996616363
11.633130,1.000596376
11.646470,0.999044754
11.659811,1.007799218
11.673152,1.003060750
11.686492,1.002182653
11.699833,1.001582845
11.713174,1.004136700
11.726515,0.998428234
11.739855,1.003581936
11.753196,0.997737949
11.766537,0.998883109
11.779878,0.991171254
11.793218,0.999476303
11.806559,1.001001175
11.819900,0.997070839
11.833241,1.001336345
11.846581,0.999396156
11.859922,1.002566091
11.873263,0.996383925
11.886604,0.997752647
11.899944,1.004808588
11.913285,1.003899875
11.926626,1.004904371
11.939967,0.999540125
11.953307,1.004807095
11.966648,1.005227050
11.979989,1.003446502
11.993330,0.999378290
12.006670,1.000492388
12.020011,1.003600046
12.033352,1.001456577
12.046693,1.005179857
12.060033,0.998219429
12.073374,1.003965095
12.086715,0.997728274
12.100056,0.999951961
12.113396,0.998855367
12.126737,1.003914893
12.140078,1.003150059
12.153419,1.002716141
12.166759,1.000053308
12.180100,1.003357688
12.193441,1.000649184
12.206782,0.999547463
12.220122,1.002989366
12.233463,0.998393045
12.246804,1.001279850
12.260145,1.001708455
12.273485,0.998083337
12.286826,1.005210844
12.300167,1.005690286
12.313508,0.997489625
12.326848,1.001926534
12.340189,0.995081583
12.353530,1.002586392
12.366870,1.003697576
12.380211,1.004336368
12.393552,1.003299842
12.406893,0.997450911
12.420233,1.001776667
12.433574,1.001123659
12.446915,0.999479883
12.460256,1.000292252
12.473596,0.997660691
12.486937,0.994617471
12.500278,1.005239279
12.513619,1.005924339
12.526959,1.003196689
12.540300,1.004810023
12.553641,0.997568628
12.566982,1.004109169
12.580322,1.004794165
12.593663,0.997715026
12.607004,1.000778869
12.620345,1.003887073
12.633685,0.999999004
12.647026,0.998030017
12.660367,0.999563883
12.673708,1.001331245
12.687048,0.999276352
12.700389,1.003036686
12.713730,1.004994319
12.727071,1.001656099
12.740411,0.999387518
12.753752,1.003035669
12.767093,1.004741317
12.780434,1.000631069
12.793774,1.003550293
12.807115,1.002006821
12.820456,1.002903531
12.833797,0.998945775
12.847137,0.998511878
12.860478,1.005673942
12.873819,0.998338123
12.887160,1.002270104
12.900500,0.999358297
12.913841,1.000675441
12.927182,1.000952498
12.940523,0.999011465
12.953863,0.999644572
12.967204,1.003625713
12.980545,1.002986725
12.993885,0.999556999
13.007226,1.001532852
13.020567,1.000924523
13.033908,1.004882303
13.047248,1.000444174
13.060589,1.003173334
13.073930,1.003888950
13.087271,0.999760453
13.100611,0.997013308
13.113952,1.001309526
13.127293,0.995999003
13.140634,0.996996270
13.153974,0.995653839
13.167315,0.997084715
13.180656,0.998481183
13.193997,0.998577629
13.207337,1.001176407
13.220678,0.999345595
13.234019,0.995363579
13.247360,0.996906833
13.260700,1.000115501
13.274041,0.995352127
13.287382,0.997108441
13.300723,0.996300656
13.314063,0.994353390
13.327404,0.999838945
13.340745,0.992733477
13.354086,0.994563702
13.367426,1.000381966
13.380767,0.989755914
13.394108,0.994791512
13.407449,0.997813523
13.420789,1.003209780
13.434130,0.998349060
13.447471,0.993837754
13.460812,0.996670811
13.474152,1.001737439
13.487493,0.996943221
13.500834,1.000272513
13.514175,0.994236741
13.527515,1.002807304
13.540856,0.998386035
13.554197,1.004648736
13.567538,0.994399820
13.580878,1.000171891
13.594219,0.999724127
13.607560,0.997282735
13.620901,1.005121352
13.634241,1.001258150
13.647582,0.998417761
13.660923,0.998959751
13.674263,1.003329810
13.687604,1.002442292
13.700945,0.999471275
13.714286,0.997349401
13.727626,0.995866272
13.740967,1.000092942
13.754308,1.002786159
13.767649,1.003177044
13.780989,0.997635890
13.794330,0.999150778
13.807671,1.003821900
13.821012,1.001620180
13.834352,0.998373518
13.847693,0.995368650
13.861034,0.996495450
13.874375,1.002095421
13.887715,1.003873710
13.901056,1.002518686
13.914397,0.993675501
13.927738,1.004184112
13.941078,0.999585738
13.954419,0.996764081
13.967760,1.001627806
13.981101,1.000850318
13.994441,0.999407954
14.007782,1.000184891
14.021123,0.997271019
14.034464,0.996852519
14.047804,0.999251368
14.061145,1.000604346
14.074486,1.002513057
14.087827,1.000534154
14.101167,1.000404241
14.114508,1.001801381
14.127849,0.999346336
14.141190,0.995664127
14.154530,1.000341795
14.167871,1.000228691
14.181212,0.997979085
14.194553,0.995163605
14.207893,1.000633390
14.221234,0.997282050
14.234575,1.000908389
14.247916,1.004653834
14.261256,0.996296470
14.274597,0.994743844
14.287938,0.997565340
14.301278,1.003326214
14.314619,0.999890490
14.327960,0.999113937
14.341301,1.000180885
14.354641,1.001429762
14.367982,0.997032814
14.381323,0.995089484
14.394664,1.003066802
14.408004,1.006376163
14.421345,0.999446757
14.434686,0.999447331
14.448027,0.998543057
14.461367,1.003023934
14.474708,0.999405577
14.488049,1.001229813
14.501390,1.001782472
14.514730,0.998280486
14.528071,0.997620799
14.541412,1.007845947
14.554753,0.998721337
14.568093,1.000356964
14.581434,1.001492363
14.594775,1.004506513
14.608116,1.001765298
14.621456,1.000252701
14.634797,0.995709693
14.648138,1.001411903
14.661479,0.999301146
14.674819,1.001988564
14.688160,0.995972213
14.701501,1.002791507
14.714842,0.997524040
14.728182,0.999088198
14.741523,0.994885509
14.754864,1.001680893
14.768205,0.997286393
14.781545,0.999331701
14.794886,0.999027101
14.808227,0.999790756
14.821568,0.999731705
14.834908,0.998877793
14.848249,0.999435120
14.861590,1.000346647
14.874931,0.999127848
14.888271,1.000386367
14.901612,0.999770729
14.914953,0.995643173
14.928293,0.997729671
14.941634,1.000518960
14.954975,0.997121340
14.968316,0.995677998
14.981656,0.999822849
14.994997,0.997466493
15.008338,0.999195002
15.021679,0.997492924
15.035019,0.995738638
15.048360,1.005810530
15.061701,1.002490764
15.075042,0.999917525
15.088382,0.997294350
15.101723,0.998350947
15.115064,0.997803762
15.128405,0.995088869
15.141745,0.997207644
15.155086,0.999963910
15.168427,0.997885775
15.181768,0.995210554
15.195108,1.003858663
15.208449,0.998813097
15.221790,0.996540923
15.235131,1.000162191
15.248471,0.997936989
15.261812,0.995750505
15.275153,0.993448786
15.288494,1.000916351
15.301834,0.998705315
15.315175,0.998120446
15.328516,0.997664347
15.341857,0.994690828
15.355197,1.000124852
15.368538,0.998500069
15.381879,1.001327202
15.395220,1.000868237
15.408560,0.999154562
15.421901,0.996188661
15.435242,1.002385962
15.448583,0.997770655
15.461923,1.005848528
15.475264,0.999889774
15.488605,1.000978544
15.501946,1.001343855
15.515286,1.001462050
15.528627,0.995939012
15.541968,0.998168092
15.555309,0.998022451
15.568649,0.998132605
15.581990,0.999212008
15.595331,0.998180700
15.608671,1.000374733
15.622012,0.998226445
15.635353,1.000868715
15.648694,0.999439095
15.662034,1.001654661
15.675375,1.000411374
15.688716,1.001868585
15.702057,1.001813288
15.715397,0.996980821
15.728738,0.999001770
15.742079,1.001519294
15.755420,1.001624383
15.768760,0.996625532
15.782101,0.998772412
15.795442,0.999903918
15.808783,0.997266890
15.822123,1.002218608
15.835464,0.997131316
15.848805,1.002168224
15.862146,1.001223016
15.875486,0.998267211
15.888827,0.994274639
15.902168,0.995339114
15.915509,1.000263194
15.928849,0.997776504
15.942190,0.998739405
15.955531,0.997230417
15.968872,1.000540394
15.982212,0.998377386
15.995553,0.996571192
16.008894,1.000625713
16.022235,0.999982455
16.035575,0.998992811
16.048916,1.001604185
16.062257,0.999632170
16.075598,0.996030092
16.088938,0.999395046
16.102279,1.005575699
16.115620,0.997830192
16.128961,0.999835520
16.142301,0.999983515
16.155642,0.998758155
16.168983,1.001275825
16.182324,1.001376506
16.195664,1.001910561
16.209005,0.997976002
16.222346,1.002512418
16.235686,0.995782528
16.249027,1.001497297
16.262368,0.998927814
16.275709,1.004728682
16.289049,0.998984880
16.302390,0.996399531
16.315731,1.000742257
16.329072,0.997107184
16.342412,1.001190474
16.355753,0.999432180
16.369094,0.996600401
16.382435,0.999170332
16.395775,0.999717606
16.409116,0.995889274
16.422457,0.994030263
16.435798,0.997211052
16.449138,0.996156370
16.462479,0.997685472
16.475820,1.005021857
16.489161,0.998055888
16.502501,0.997330109
16.515842,0.998786384
16.529183,0.995422646
16.542524,0.997905761
16.555864,0.997611984
16.569205,1.001746350
16.582546,1.001279864
16.595887,1.001510706
16.609227,0.994933448
16.622568,1.002695445
16.635909,0.994060386
16.649250,1.002914012
16.662590,1.001834910
16.675931,0.998469189
16.689272,0.998408249
16.702613,0.993149253
16.715953,1.001903476
16.729294,0.998084999
16.742635,0.994808158
16.755976,0.995404966
16.769316,1.000927702
16.782657,0.997422509
16.795998,0.997932315
16.809339,0.995161871
16.822679,0.999317390
16.836020,0.999912858
16.849361,1.001672471
16.862702,0.999492299
16.876042,1.001461391
16.889383,1.003404138
16.902724,1.000668375
16.916064,1.000796298
16.929405,0.996344493
16.942746,0.999598106
